Team,Player,Goals,URL
Warriors,Festus Onyango,12,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Sikh Union Nairobi,Mathias Gularire,10,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Warriors,Calvins Kanu Omondi,7,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Wazalendo,Cliffe Omari,7,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
USIU – A,Danstone Wabwire,7,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
Kenya Police,Titus Kimutai,7,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Wazalendo,Griffins Okombe,6,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
Kenya Police,Robert Masibo,6,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Blazers Hockey Club,Carol Guchu,6,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Parklands Sports Club,Dan Onyango,5,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Wazalendo,Job Wandera,5,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
USIU – A Ladies,Lynn Mwangi,5,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
Western Jaguars,Emmanuel Awino,5,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Sikh Union Nairobi,Cliff Omari,5,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Warriors,Festus Onyango,5,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Wazalendo,Sutcliffe Usagi,4,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
Kisumu Youngsters,Malack Masese,4,https://www.kenyahockeyunion.org/joomsport_team/kisumu-youngsters/
USIU – A,Robinson Omutekete,4,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
USIU – A,Danstone Barasa,4,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
Strathmore University Ladies,Grace Bwire,4,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university-women/
Daystar University Men,Glenn Adolwa,4,https://www.kenyahockeyunion.org/joomsport_team/daystar-university-men/
Sikh Union Nairobi,Kabir Bhamra,4,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Parklands Sports Club – Legacy,Cyprian Oyiengo,4,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club-legacy/
Parklands Sports Club – Legacy,Brian Bhukumi,4,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club-legacy/
Lakers Hockey Club,Alice Owiti,3,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Greensharks,Benson Mawich,3,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
Greensharks,Daniel Solomon Obunyasi,3,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
Parklands Sports Club,Eudgas Lirhu,3,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Wazalendo,Michael Mboya,3,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
Parklands Sports Club,William Kirwa,3,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Wazalendo Pearls,Rhoda Kuira,3,https://www.kenyahockeyunion.org/joomsport_team/ncba-wazalendo-pearls/
Wazalendo,Mathew Momanyi,3,https://www.kenyahockeyunion.org/joomsport_team/wazalendo/
Strathmore University Ladies,Maureen Ongoche,3,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university-women/
USIU – A Ladies,Naom Kemunto,3,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
Twinkle Hockey Club,Consolata Majengo,3,https://www.kenyahockeyunion.org/joomsport_team/twinkle-hockey-club/
Kenya Police,Samuel Oungo,3,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Sikh Union Nairobi,Harvir Ghathaure,3,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Strathmore University Ladies,Grace Bwire,3,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university-women/
Warriors,George Mutira,3,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
USIU – A,Brian Ogeche,3,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
Kenya Police,Willis Okeyo,3,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Western Jaguars,Sheldone Kimtai,3,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
USIU – A,Lawrence Makhatsa,3,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
Mombasa Sports Club Ladies,Esther Mwikali,3,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club-women/
Blazers Hockey Club,Audrey Omaido,3,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Warriors,Francis Kariuki,3,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Western Jaguars,Newton Mwangaza,2,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Wazalendo Masters,Erick Otieno,2,https://www.kenyahockeyunion.org/joomsport_team/wazalendo-masters/
Warriors,Kennedy Munialo,2,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Kenya Police,Kennedy Sibweche,2,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Warriors,Vincent Odhiambo,2,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Parklands Sports Club,Teddy Schefer,2,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Parklands Sports Club,Kennedy Wanyonyi,2,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club/
Sikh Union Nairobi,Anup Valpriki,2,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
USIU – A,Jamleck Macharia Maina,2,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
Warriors,Frankline Wakhongo,2,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
USIU – A,Wayne Kipkorir Chongwony,2,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
Kenya Police,Vincent Odindo,2,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
USIU – A,Borris Lukurito,2,https://www.kenyahockeyunion.org/joomsport_team/usiu-a/
Kenya Police,Edmond Makhokha,2,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Kenya Police,Brian Saina,2,https://www.kenyahockeyunion.org/joomsport_team/kenya-police/
Strathmore University Ladies,Nichole Joy,2,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university-women/
Warriors,Edson Ndombi,2,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Parkroad Badgers,Meshak Mandela,2,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Parkroad Badgers,Peter Luseno,2,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Strathmore University Ladies,Diana Awino,2,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university-women/
GHF Rift Pirates Ladies,Lucy Mungai,2,https://www.kenyahockeyunion.org/joomsport_team/ghf-rift-pirates-ladies/
Sliders Hockey Club,Charity Miller,2,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
Western Jaguars,Bethuel Masambu,2,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Derrick Juma,2,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Warriors,Vincent Odhiambo,2,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Sikh Union Nairobi,Haggai Pepela Sikhila,2,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Warriors,Moses Ademba,2,https://www.kenyahockeyunion.org/joomsport_team/butali-warriors/
Kenyatta University Ladies,Laurine Makulu,2,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Sikh Union Nairobi,Kit Garner,2,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Parklands Sports Club – Legacy,Hezbone Galinga,2,https://www.kenyahockeyunion.org/joomsport_team/parklands-sports-club-legacy/
Western Jaguars,Alex Taiswa,2,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Blazers Hockey Club,Joan Anjao,2,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Western Jaguars,Godfrey Fedha,2,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Western Jaguars,Emmanuel Wiswa,2,https://www.kenyahockeyunion.org/joomsport_team/western-jaguars/
Greensharks,Eddy Odhiambo Onyango,2,https://www.kenyahockeyunion.org/joomsport_team/greensharks/
Parkroad Badgers,Duncan Murunga,2,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Parkroad Badgers,Euller Nayombe,2,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Amira Sailors Hockey Club,Gilly Okumu,2,https://www.kenyahockeyunion.org/joomsport_team/amira-sailors-hockey-club/
Lakers Hockey Club Men,Allan Muhuti,2,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club-men/
Amira Sailors Hockey Club,Yvette Kanyadong,2,https://www.kenyahockeyunion.org/joomsport_team/amira-sailors-hockey-club/
Kisumu Queens,Angella Akello,2,https://www.kenyahockeyunion.org/joomsport_team/kisumu-queens/
UON Ladies,Millicent Ayako,2,https://www.kenyahockeyunion.org/joomsport_team/uon-women/
Sliders Hockey Club,Charity Mawer,2,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
Sliders Hockey Club,Anita Agunda,2,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
UON Men,Clayson Mudoga,2,https://www.kenyahockeyunion.org/joomsport_team/uon-men/
Twinkle Hockey Club,Berber Atieno Ongili,2,https://www.kenyahockeyunion.org/joomsport_team/twinkle-hockey-club/
Twinkle Hockey Club,Lilian Onyango,2,https://www.kenyahockeyunion.org/joomsport_team/twinkle-hockey-club/
Wazalendo Pearls,Caroline Nduta,2,https://www.kenyahockeyunion.org/joomsport_team/ncba-wazalendo-pearls/
Strathmore University,Noel Cheboi Lormotum,2,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university/
Sikh Union Nairobi,Yuvraj Walmiki,2,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Kenyatta University Ladies,Espirancer Gitu,2,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Wazalendo Pearls,Esther Kerubo,2,https://www.kenyahockeyunion.org/joomsport_team/ncba-wazalendo-pearls/
Sliders Hockey Club,Lucky Adhiambo,1,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
Sliders Hockey Club,Margaret Mawombe,1,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
Lakers Hockey Club Men,Josphat Wakaswa,1,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club-men/
Wazalendo Pearls,Cecilia Mwanza,1,https://www.kenyahockeyunion.org/joomsport_team/ncba-wazalendo-pearls/
Strathmore University,Keith Samuel Alusa,1,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university/
Strathmore University,Martin Omondi,1,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university/
Strathmore University,Gideon Mshindi,1,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university/
Strathmore University,Joe Oburu,1,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university/
Strathmore University,Keith Alusa,1,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university/
KCA University,Moffat Munene,1,https://www.kenyahockeyunion.org/joomsport_team/kca-university/
Blazers Hockey Club,Amanda Ijai,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Sikh Union Nairobi,Sutlife Usagi,1,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
Kenyatta University Ladies,Ivy Munaile,1,https://www.kenyahockeyunion.org/joomsport_team/kenyatta-university-women/
Sliders Hockey Club,Charity Majimbo,1,https://www.kenyahockeyunion.org/joomsport_team/sliders-hockey-club/
Mombasa Sports Club,Kevin Ayako,1,https://www.kenyahockeyunion.org/joomsport_team/mombasa-sports-club/
Parkroad Badgers,Ian Oyale,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Parkroad Badgers,Joseph Otieno,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Parkroad Badgers,Lannox Onyango,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Strathmore University Ladies,Angela Wema,1,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university-women/
USIU – A Ladies,Rendy Wangui,1,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
USIU – A Ladies,Sheila Ndalu,1,https://www.kenyahockeyunion.org/joomsport_team/usiu-a-women/
Blazers Hockey Club,Vivian Onyango,1,https://www.kenyahockeyunion.org/joomsport_team/blazers-hockey-club/
Sikh Union Nairobi,Obare Joseph Otora,1,https://www.kenyahockeyunion.org/joomsport_team/sikh-union-nairobi/
GHF Rift Pirates Ladies,Margaret Wangari,1,https://www.kenyahockeyunion.org/joomsport_team/ghf-rift-pirates-ladies/
Parkroad Badgers,Arnold Abedie,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Parkroad Badgers,Arnold Otieno,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
Parkroad Badgers,Brian Mwangi,1,https://www.kenyahockeyunion.org/joomsport_team/parkroad-badgers/
UON Men,Fidel Sanya,1,https://www.kenyahockeyunion.org/joomsport_team/uon-men/
UON Men,Jeff Olambo,1,https://www.kenyahockeyunion.org/joomsport_team/uon-men/
Strathmore University Ladies,Lillian Wesonga,1,https://www.kenyahockeyunion.org/joomsport_team/strathmore-university-women/
Lakers Hockey Club,Maryanne Lunyasi,1,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Lakers Hockey Club,Maureen Achieng,1,https://www.kenyahockeyunion.org/joomsport_team/lakers-hockey-club/
Nakuru Hockey Club,Dolcan Mugaisi,1,https://www.kenyahockeyunion.org/joomsport_team/nakuru-hockey-club/
Twinkle Hockey Club,Sharon Macharia,1,https://www.kenyahockeyunion.org/joomsport_team/twinkle-hockey-club/
